City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Kodinsk,RU,2020-10-23 18:02:17,58.69,99.18,29.46,97,76,4.41
307,Ponta Do Sol,PT,2020-10-23 18:02:17,32.67,-17.1,69.8,56,40,8.05
308,Beloha,MG,2020-10-23 18:02:17,-25.17,45.05,72.95,75,73,15.17
309,Kone,NC,2020-10-23 18:02:18,-21.06,164.87,71.2,84,0,3.51
310,Solhan,TR,2020-10-23 18:02:19,38.96,41.03,49.3,49,0,2.44
311,Tayu,ID,2020-10-23 18:02:19,-6.54,111.05,79.32,81,17,4.07
312,Tortoli,IT,2020-10-23 18:00:44,39.93,9.66,68.0,100,75,10.29
313,Mizque,BO,2020-10-23 18:02:20,-17.94,-65.34,79.97,37,32,8.61
314,Tagusao,PH,2020-10-23 18:02:20,9.19,117.81,80.76,81,99,11.59
315,Eureka,US,2020-10-23 18:02:20,40.8,-124.16,55.0,87,1,3.36
316,Iqaluit,CA,2020-10-23 18:00:13,63.75,-68.51,28.4,92,90,5.82
317,Srednekolymsk,RU,2020-10-23 18:02:21,67.45,153.68,14.29,90,17,2.53
318,Envira,BR,2020-10-23 18:02:23,-7.3,-70.22,82.8,84,70,4.63
319,Gouyave,GD,2020-10-23 18:02:23,12.16,-61.73,84.2,83,20,16.11
320,Narsaq,GL,2020-10-23 18:02:24,60.92,-46.05,28.4,74,75,0.65
321,Swan River,CA,2020-10-23 18:02:24,52.11,-101.27,26.28,87,94,10.25
322,Lafiagi,NG,2020-10-23 18:02:24,8.87,5.42,81.86,54,61,1.74
323,Boguchany,RU,2020-10-23 18:02:25,58.38,97.45,32.88,92,93,5.57
324,Bryant,US,2020-10-23 18:02:25,34.6,-92.49,75.99,88,75,6.93
325,Kpandu,GH,2020-10-23 18:02:25,7.0,0.29,80.56,79,89,0.63
326,Waipawa,NZ,2020-10-23 18:02:26,-41.41,175.52,57.2,67,20,19.46
327,Kota Kinabalu,MY,2020-10-23 18:00:04,5.97,116.07,77.0,94,20,2.24
328,Makkaveyevo,RU,2020-10-23 18:02:26,51.75,113.95,24.8,85,18,2.24
329,Abu Dhabi,AE,2020-10-23 18:00:04,24.47,54.37,84.2,58,0,6.93
330,Lahij,YE,2020-10-23 18:02:26,13.17,44.58,80.65,50,18,3.24
331,Teahupoo,PF,2020-10-23 18:02:28,-17.83,-149.27,80.6,69,20,10.29
332,Dunedin,NZ,2020-10-23 18:02:28,-45.87,170.5,51.01,89,50,5.01
333,Mbeya,TZ,2020-10-23 18:02:29,-8.9,33.45,64.72,67,36,8.05
334,Avera,US,2020-10-23 18:02:30,33.19,-82.53,80.6,65,90,4.7
335,Lisakovsk,KZ,2020-10-23 18:02:31,52.54,62.49,29.28,88,49,6.13
336,Pangkalanbuun,ID,2020-10-23 18:02:31,-2.68,111.62,74.89,95,100,1.9
337,Nichinan,JP,2020-10-23 18:02:33,31.6,131.37,53.01,76,0,5.01
338,Walvis Bay,NA,2020-10-23 18:02:34,-22.96,14.51,64.4,68,0,8.05
339,Marawi,PH,2020-10-23 18:02:34,8.0,124.29,73.99,92,91,4.0
340,Dakar,SN,2020-10-23 18:02:34,14.69,-17.44,87.8,70,0,9.17
341,Sao Desiderio,BR,2020-10-23 18:02:35,-12.36,-44.97,80.74,51,72,9.6
342,San Juan,AR,2020-10-23 18:00:03,-31.54,-68.54,88.56,23,0,5.35
343,Shitanjing,CN,2020-10-23 18:02:36,39.23,106.34,45.9,54,9,9.08
344,Tarragona,ES,2020-10-23 18:02:37,41.13,1.25,68.0,42,20,6.93
345,Tilichiki,RU,2020-10-23 18:02:37,60.47,166.1,29.73,97,0,5.97
346,Dawei,MM,2020-10-23 18:02:38,14.08,98.2,74.35,88,84,3.69
347,Nikolayevsk-Na-Amure,RU,2020-10-23 18:02:38,53.14,140.73,47.8,90,100,17.27
348,Bathsheba,BB,2020-10-23 18:02:39,13.22,-59.52,87.8,70,40,24.16
349,Puerto Escondido,MX,2020-10-23 18:02:39,15.85,-97.07,86.0,66,40,5.82
350,Tambura,SS,2020-10-23 18:02:40,5.6,27.47,71.94,91,98,1.81
351,Samarai,PG,2020-10-23 18:02:40,-10.62,150.67,79.93,86,74,5.7
352,Barra De Sao Francisco,BR,2020-10-23 18:02:40,-18.75,-40.89,71.64,80,100,5.91
353,Eskil,TR,2020-10-23 18:02:40,38.4,33.41,66.9,38,0,5.91
354,Palmer,US,2020-10-23 18:02:41,42.16,-72.33,68.0,93,90,4.7
355,Sorland,NO,2020-10-23 18:02:42,67.67,12.69,42.8,75,40,14.99
356,Santa Lucia,ES,2020-10-23 18:02:42,27.91,-15.54,73.4,56,20,17.22
357,Sretensk,RU,2020-10-23 18:02:42,52.25,117.71,28.76,93,1,1.52
358,Urla,TR,2020-10-23 18:01:05,38.32,26.76,69.8,73,0,12.75
359,Krasnyy Yar,RU,2020-10-23 18:02:43,46.53,48.35,53.6,87,0,8.95
360,Tezu,IN,2020-10-23 18:02:43,27.92,96.17,69.55,87,100,3.22
361,Padang,ID,2020-10-23 18:02:44,-0.95,100.35,80.04,78,99,3.49
362,Santa Cruz,BO,2020-10-23 18:01:59,-17.8,-63.17,96.8,41,75,14.99
363,Semey,KZ,2020-10-23 18:02:12,50.41,80.23,34.59,90,100,7.96
364,Nome,US,2020-10-23 18:02:47,64.5,-165.41,30.99,80,90,14.99
365,Nizhniy Baskunchak,RU,2020-10-23 18:02:47,48.22,46.83,57.54,69,53,14.18
366,Bronkhorstspruit,ZA,2020-10-23 18:02:47,-25.81,28.74,80.01,41,71,3.36
367,Niquero,CU,2020-10-23 18:02:47,20.04,-77.58,77.27,89,99,14.0
368,Wahiawa,US,2020-10-23 18:02:48,21.5,-158.02,80.6,100,75,3.36
369,Verkhnyaya Inta,RU,2020-10-23 18:02:48,65.98,60.31,17.46,96,85,9.01
370,Nisia Floresta,BR,2020-10-23 18:02:48,-6.09,-35.21,84.2,70,75,17.22
371,Namibe,AO,2020-10-23 18:02:49,-15.2,12.15,69.71,83,83,11.74
372,Kaluga,RU,2020-10-23 18:02:50,54.5,35.5,57.2,76,40,11.18
373,Provideniya,RU,2020-10-23 18:02:50,64.38,-173.3,33.3,92,100,13.44
374,Ust-Ilimsk,RU,2020-10-23 18:02:50,58.0,102.66,31.28,97,98,3.0
375,Fort-Shevchenko,KZ,2020-10-23 18:02:51,44.51,50.26,54.99,71,6,10.16
376,Lorengau,PG,2020-10-23 18:02:51,-2.02,147.27,81.5,70,27,5.19
377,Ruteng,ID,2020-10-23 18:02:51,-8.61,120.47,64.53,100,78,2.15
378,Tamworth,GB,2020-10-23 18:02:46,52.63,-1.7,50.0,66,0,4.7
379,Presidencia Roque Saenz Pena,AR,2020-10-23 18:02:52,-26.79,-60.44,82.51,67,64,11.63
380,Riberalta,BO,2020-10-23 18:02:52,-10.98,-66.1,97.66,35,39,2.98
381,Ghanzi,BW,2020-10-23 18:02:52,-21.57,21.78,79.75,17,0,10.47
382,Cascais,PT,2020-10-23 18:02:53,38.7,-9.42,63.0,67,20,5.82
383,Praya,CV,2020-10-23 18:02:54,14.92,-23.51,84.2,66,20,19.46
384,Iquique,CL,2020-10-23 18:02:55,-20.22,-70.14,68.0,60,75,12.75
385,Juazeiro,BR,2020-10-23 17:58:23,-9.41,-40.5,96.8,22,20,11.41
386,Kapuskasing,CA,2020-10-23 18:02:55,49.42,-82.43,30.2,86,90,10.29
387,Karratha,AU,2020-10-23 17:58:21,-20.74,116.85,67.62,69,0,13.47
388,Horsham,GB,2020-10-23 18:02:55,51.06,-0.33,55.4,82,75,6.93
389,Nanortalik,GL,2020-10-23 18:00:38,60.14,-45.24,35.19,83,100,3.22
390,Parkes,AU,2020-10-23 18:02:56,-33.13,148.18,63.23,92,100,16.75
391,Cariati,IT,2020-10-23 18:02:57,39.49,16.96,59.0,72,0,5.82
392,Arlit,NE,2020-10-23 18:02:57,18.74,7.39,89.02,11,0,20.02
393,Vardo,NO,2020-10-23 18:02:58,70.37,31.11,39.2,80,75,48.32
394,Sola,VU,2020-10-23 18:02:58,-13.88,167.55,78.98,84,76,18.34
395,Norden,DE,2020-10-23 18:02:59,53.6,7.2,55.99,87,40,8.05
396,Ongwediva,NA,2020-10-23 18:02:59,-17.78,15.77,95.0,14,38,3.36
397,Beitbridge,ZW,2020-10-23 18:02:59,-22.22,30.0,81.23,37,0,10.6
398,Venice,US,2020-10-23 18:03:01,27.1,-82.45,88.0,62,75,12.75
399,Yar-Sale,RU,2020-10-23 18:03:01,66.83,70.83,17.92,93,57,8.21
400,Shirokiy,RU,2020-10-23 18:03:02,49.76,129.52,29.32,90,19,20.22
401,Camacha,PT,2020-10-23 18:03:02,33.08,-16.33,69.8,56,20,11.41
402,Virginia Beach,US,2020-10-23 18:01:50,36.85,-75.98,73.99,73,75,5.82
403,Lagos De Moreno,MX,2020-10-23 18:03:02,21.35,-101.92,73.4,49,40,3.36
404,Prince Rupert,CA,2020-10-23 17:58:42,54.32,-130.32,37.4,72,1,5.82
405,Huambo,AO,2020-10-23 18:03:03,-12.78,15.74,72.25,47,67,6.58
406,Point Pedro,LK,2020-10-23 18:03:03,9.82,80.23,81.91,80,21,15.28
407,Kreminna,UA,2020-10-23 18:03:03,49.05,38.22,61.18,62,100,10.18
408,Geraldton,AU,2020-10-23 18:03:04,-28.77,114.6,57.2,71,0,5.82
409,Vila Velha,BR,2020-10-23 18:02:08,-20.33,-40.29,78.01,78,40,10.29
410,Nelson Bay,AU,2020-10-23 18:03:05,-32.72,152.15,69.8,83,40,3.36
411,Cocobeach,GA,2020-10-23 18:03:05,1.0,9.58,77.0,88,40,4.7
412,Sobolevo,RU,2020-10-23 18:03:05,54.43,31.9,51.73,91,49,9.26
413,Mangai,CD,2020-10-23 18:03:05,-4.05,19.53,73.4,92,88,1.43
414,Puerto Colombia,CO,2020-10-23 18:03:06,10.99,-74.95,89.6,75,40,5.82
415,Necochea,AR,2020-10-23 18:03:06,-38.55,-58.74,66.99,73,71,4.0
416,Ixtapa,MX,2020-10-23 18:03:06,20.7,-105.2,89.01,70,5,3.36
417,Bokovskaya,RU,2020-10-23 18:03:07,49.23,41.83,60.24,51,79,7.43
418,Birjand,IR,2020-10-23 18:03:07,32.87,59.22,53.6,30,0,9.17
419,Boundiali,CI,2020-10-23 18:03:08,9.52,-6.49,81.34,58,30,1.92
420,Kondinskoye,RU,2020-10-23 18:03:08,59.65,67.41,20.79,97,44,5.99
421,Fereydun Kenar,IR,2020-10-23 18:03:09,36.69,52.52,64.4,88,40,2.24
422,Timmins,CA,2020-10-23 18:00:02,48.47,-81.33,32.0,99,90,11.41
423,Angoche,MZ,2020-10-23 18:03:09,-16.23,39.91,74.86,80,0,8.52
424,Bambous Virieux,MU,2020-10-23 18:03:09,-20.34,57.76,73.4,73,20,8.05
425,Soyo,AO,2020-10-23 18:03:10,-6.13,12.37,77.74,82,98,13.33
426,Solnechnyy,RU,2020-10-23 18:03:10,50.72,136.63,28.81,97,100,24.29
427,San Quintin,MX,2020-10-23 18:03:11,30.48,-115.95,68.81,62,82,7.65
428,Ahipara,NZ,2020-10-23 18:03:12,-35.17,173.17,58.53,92,73,5.82
429,Vilela,PT,2020-10-23 18:03:12,41.23,-7.6,55.99,80,46,5.35
430,Praia Da Vitoria,PT,2020-10-23 18:03:12,38.73,-27.07,69.8,100,40,11.27
431,Ispica,IT,2020-10-23 18:03:15,36.78,14.91,64.99,77,0,1.12
432,Aguimes,ES,2020-10-23 18:03:15,27.91,-15.45,73.4,56,20,17.22
433,Acapulco,MX,2020-10-23 17:58:39,16.86,-99.89,86.0,74,75,3.36
434,Talnakh,RU,2020-10-23 18:03:16,69.49,88.4,-2.2,84,40,8.95
435,Hambantota,LK,2020-10-23 18:03:16,6.12,81.12,79.79,80,13,16.73
436,Grand-Santi,GF,2020-10-23 18:03:17,4.25,-54.38,99.12,29,42,3.6
437,Ostrovnoy,RU,2020-10-23 18:03:17,68.05,39.51,30.2,98,100,9.75
438,Lahaina,US,2020-10-23 18:03:17,20.88,-156.68,78.01,64,20,5.37
439,Brae,GB,2020-10-23 18:03:18,60.4,-1.35,48.2,81,40,16.11
440,Sebastian,US,2020-10-23 18:03:18,35.17,-94.27,52.0,81,90,17.22
441,Prienai,LT,2020-10-23 18:03:19,54.63,23.95,53.6,71,75,10.29
442,Tefe,BR,2020-10-23 18:00:10,-3.35,-64.71,89.6,70,40,3.36
443,Longkou,CN,2020-10-23 18:03:23,37.65,120.33,54.05,48,0,11.12
444,Paamiut,GL,2020-10-23 18:03:23,61.99,-49.67,32.67,86,68,27.25
445,Oussouye,SN,2020-10-23 18:03:23,12.48,-16.55,87.8,79,20,4.7
446,Auki,SB,2020-10-23 18:03:23,-8.77,160.7,77.13,81,93,3.76
447,Deputatskiy,RU,2020-10-23 18:03:24,69.3,139.9,0.79,88,98,3.89
448,Turochak,RU,2020-10-23 18:03:24,52.26,87.12,33.49,93,100,1.36
449,Tommot,RU,2020-10-23 18:03:24,58.96,126.29,13.91,91,38,1.9
450,Vanimo,PG,2020-10-23 18:03:25,-2.67,141.3,78.12,81,92,1.83
451,Fairbanks,US,2020-10-23 18:00:07,64.84,-147.72,18.0,77,1,4.23
452,Hauterive,FR,2020-10-23 18:03:25,46.09,3.45,57.2,67,0,2.24
453,Wilkie,CA,2020-10-23 18:03:27,52.42,-108.7,17.6,78,90,3.36
454,Dhaulpur,IN,2020-10-23 18:03:27,26.7,77.9,77.22,27,0,3.24
455,Opuwo,NA,2020-10-23 18:03:27,-18.06,13.84,77.94,34,74,11.74
456,Chern,RU,2020-10-23 18:03:28,53.45,36.91,52.93,85,100,13.18
457,Port Lincoln,AU,2020-10-23 18:03:28,-34.73,135.87,55.47,69,66,15.66
458,Fairhope,US,2020-10-23 18:03:28,30.52,-87.9,86.0,65,90,5.82
459,Slave Lake,CA,2020-10-23 18:03:29,55.28,-114.77,17.6,78,90,4.7
460,Sisimiut,GL,2020-10-23 18:03:29,66.94,-53.67,25.83,90,56,6.46
461,Izumo,JP,2020-10-23 18:03:31,35.37,132.77,55.4,93,75,10.29
462,Nemuro,JP,2020-10-23 18:03:31,43.32,145.57,56.68,80,56,19.42
463,Baoning,CN,2020-10-23 18:03:31,25.34,110.03,59.0,72,0,4.47
464,Lagoa,PT,2020-10-23 18:03:32,39.05,-27.98,65.7,76,33,19.51
465,Kulhudhuffushi,MV,2020-10-23 18:01:28,6.62,73.07,82.63,77,21,13.44
466,Griffith,US,2020-10-23 18:03:32,41.53,-87.42,50.0,100,90,10.29
467,Polyarnyy,RU,2020-10-23 18:03:32,69.2,33.45,30.2,100,75,2.24
468,Lasa,IT,2020-10-23 18:03:33,46.62,10.7,53.01,100,90,5.82
469,Lima,PE,2020-10-23 18:00:28,-12.04,-77.03,66.2,72,90,6.93
470,Pinsk,BY,2020-10-23 18:03:33,52.12,26.1,53.35,82,100,9.01
471,Jalu,LY,2020-10-23 18:03:36,29.03,21.55,73.26,49,36,12.91
472,Lovozero,RU,2020-10-23 18:03:36,68.0,35.01,27.88,98,100,8.97
473,Agrestina,BR,2020-10-23 18:03:36,-8.46,-35.94,85.17,48,37,15.97
474,Sovetskiy,RU,2020-10-23 18:03:37,61.36,63.58,23.23,96,0,4.07
475,Nishihara,JP,2020-10-23 18:03:38,26.18,127.76,71.6,60,75,23.04
476,Qui Nhon,VN,2020-10-23 18:03:38,13.77,109.23,72.61,78,100,7.2
477,Bengkulu,ID,2020-10-23 18:03:38,-3.8,102.27,77.67,82,100,3.44
478,Sistranda,NO,2020-10-23 18:03:38,63.73,8.83,37.4,86,20,4.7
479,Maragogi,BR,2020-10-23 18:01:25,-9.01,-35.22,80.71,72,4,11.12
480,Thinadhoo,MV,2020-10-23 18:03:39,0.53,72.93,82.99,77,95,13.0
481,Berbera,SO,2020-10-23 18:03:39,10.44,45.01,85.93,51,75,2.75
482,Piterka,RU,2020-10-23 18:03:40,50.68,47.45,50.68,86,79,6.46
483,Cap Malheureux,MU,2020-10-23 18:03:40,-19.98,57.61,73.0,70,27,1.99
484,Dodge City,US,2020-10-23 18:01:50,37.75,-100.02,43.0,56,75,21.92
485,Chase,CA,2020-10-23 18:03:41,50.82,-119.69,34.0,96,100,3.96
486,Benidorm,ES,2020-10-23 18:00:47,38.54,-0.13,70.0,62,88,1.01
487,Coihaique,CL,2020-10-23 18:03:42,-45.58,-72.07,60.8,41,75,6.93
488,Kununurra,AU,2020-10-23 18:03:43,-15.77,128.73,82.4,74,87,6.93
489,Staunton,US,2020-10-23 17:59:29,38.15,-79.07,77.0,57,1,5.82
490,Forestville,US,2020-10-23 18:03:43,38.85,-76.88,78.01,69,20,10.29
491,Khlevnoye,RU,2020-10-23 18:03:43,52.2,39.09,57.2,67,0,8.95
492,Qaqortoq,GL,2020-10-23 18:03:44,60.72,-46.03,28.4,74,75,3.36
493,Codrington,AU,2020-10-23 18:00:36,-38.27,141.97,49.53,84,100,13.04
494,Bandarbeyla,SO,2020-10-23 18:03:44,9.49,50.81,78.4,74,76,5.46
495,Benemerito De Las Americas,MX,2020-10-23 18:03:44,16.52,-90.64,90.9,54,92,0.47
496,Batagay,RU,2020-10-23 18:03:45,67.63,134.63,7.84,89,100,5.88
497,La Possession,RE,2020-10-23 18:03:45,-20.93,55.34,73.4,64,75,8.05
498,Olavarria,AR,2020-10-23 18:03:45,-36.89,-60.32,64.0,84,88,4.0
499,Lakes Entrance,AU,2020-10-23 18:03:45,-37.88,147.98,60.01,97,100,2.06
500,Blind River,CA,2020-10-23 18:03:46,46.18,-82.96,42.8,93,90,12.75
501,Lulea,SE,2020-10-23 18:03:46,65.58,22.15,26.6,92,0,4.7
502,Maldonado,UY,2020-10-23 18:01:57,-34.67,-54.92,71.6,73,20,10.29
503,Mitsamiouli,KM,2020-10-23 18:03:49,-11.38,43.28,79.84,75,94,4.85
504,Monrovia,LR,2020-10-23 18:00:23,6.3,-10.8,78.8,94,75,8.59
505,Leh,IN,2020-10-23 18:03:50,34.17,77.58,34.68,67,53,3.04
506,Almaznyy,RU,2020-10-23 18:03:51,48.04,40.05,57.2,87,0,8.95
507,Luwuk,ID,2020-10-23 18:03:51,-0.95,122.79,77.92,77,43,1.14
508,Omsukchan,RU,2020-10-23 18:03:51,62.53,155.8,21.02,88,38,5.73
509,Port Blair,IN,2020-10-23 18:03:52,11.67,92.75,81.25,82,95,3.31
510,Muroto,JP,2020-10-23 18:03:52,33.28,134.15,62.11,63,2,11.43
511,Bridge Of Earn,GB,2020-10-23 18:03:52,56.35,-3.41,43.0,90,1,6.26
512,Belton,US,2020-10-23 18:03:52,38.81,-94.53,41.0,86,90,16.11
513,Margate,GB,2020-10-23 18:03:42,51.38,1.39,55.0,82,69,1.99
514,Nabire,ID,2020-10-23 18:03:53,-3.37,135.48,75.58,88,88,2.42
515,Tupik,RU,2020-10-23 18:03:53,54.43,119.93,21.04,93,0,1.63
516,Rock Sound,BS,2020-10-23 18:03:54,24.9,-76.2,80.38,70,0,13.53
517,Linxi,CN,2020-10-23 18:03:56,39.7,118.43,44.4,52,0,4.74
518,Pervomayskiy,RU,2020-10-23 18:03:56,53.25,40.29,54.52,82,100,15.52
519,Palaikastron,GR,2020-10-23 18:03:56,35.2,26.25,71.01,66,0,11.99
520,Mangrol,IN,2020-10-23 18:03:57,21.12,70.12,82.58,61,1,7.43
521,Sawtell,AU,2020-10-23 18:03:58,-30.38,153.1,69.8,77,90,12.75
522,Ormstown,CA,2020-10-23 18:01:10,45.13,-74.0,71.01,64,75,3.94
523,Dunmanway,IE,2020-10-23 18:03:59,51.72,-9.12,51.8,87,40,8.05
524,Banda Aceh,ID,2020-10-23 18:04:00,5.56,95.32,81.09,75,99,6.64
525,Makakilo City,US,2020-10-23 18:04:00,21.35,-158.09,80.6,78,75,9.17
526,Inuvik,CA,2020-10-23 18:04:00,68.35,-133.72,28.4,92,90,2.24
527,Wad Madani,SD,2020-10-23 18:04:01,14.4,33.52,93.97,24,70,3.33
528,Namatanai,PG,2020-10-23 18:04:01,-3.67,152.43,79.43,70,3,2.66
529,Broome,US,2020-10-23 18:04:01,42.25,-75.83,77.0,64,1,13.87
530,Stillwater,US,2020-10-23 18:04:01,36.12,-97.06,46.99,65,90,18.34
531,Muisne,EC,2020-10-23 18:04:01,0.6,-80.03,82.4,74,75,6.93
532,Along,IN,2020-10-23 18:04:02,28.17,94.77,65.86,90,100,1.59
533,Menongue,AO,2020-10-23 18:04:02,-14.66,17.69,75.34,42,76,1.19
534,Korla,CN,2020-10-23 18:04:02,41.76,86.15,49.55,41,0,5.01
535,Buta,CD,2020-10-23 18:04:03,2.79,24.73,71.64,88,94,1.54
536,Sao Joao Da Barra,BR,2020-10-23 18:04:03,-21.64,-41.05,80.6,54,75,11.41
537,Moron,AR,2020-10-23 18:04:03,-34.65,-58.62,73.0,83,90,4.7
538,Ahuimanu,US,2020-10-23 18:04:03,21.44,-157.84,78.8,78,75,5.26
539,Chkalovskoye,RU,2020-10-23 18:04:04,44.84,133.04,33.1,88,79,17.36
540,Minot,US,2020-10-23 18:04:04,48.23,-101.3,24.8,68,1,16.11
541,Eufaula,US,2020-10-23 18:01:53,31.89,-85.15,82.99,74,8,1.01
542,Ramanuj Ganj,IN,2020-10-23 18:04:04,23.8,83.7,69.49,83,1,2.93
543,Najran,SA,2020-10-23 18:04:05,17.49,44.13,75.2,19,0,4.7
544,Chumikan,RU,2020-10-23 18:04:05,54.72,135.31,30.0,86,84,8.28
545,Houma,US,2020-10-23 18:04:05,29.6,-90.72,84.2,74,75,8.05
546,Haines Junction,CA,2020-10-23 18:04:05,60.75,-137.51,18.97,85,5,1.41
547,Katete,UG,2020-10-23 18:04:06,-0.78,29.75,63.41,95,96,3.6
548,Kismayo,SO,2020-10-23 18:04:06,-0.36,42.55,80.69,82,65,15.99
549,Nakhon Phanom,TH,2020-10-23 18:04:06,17.33,104.42,63.1,73,98,4.43
550,Kichera,RU,2020-10-23 18:04:07,55.94,110.1,33.76,83,19,1.79
551,Raga,SS,2020-10-23 18:04:07,8.46,25.68,72.27,86,76,0.85
552,Sena Madureira,BR,2020-10-23 18:00:26,-9.07,-68.66,77.94,78,98,1.48
553,Reconquista,AR,2020-10-23 18:02:02,-29.15,-59.65,88.56,53,100,5.21
554,Morgaushi,RU,2020-10-23 18:04:07,55.96,46.77,42.8,100,90,8.95
555,Boende,CD,2020-10-23 18:04:08,-0.22,20.87,75.47,85,79,1.39
